case,event,date,numeric
99r,calculate capacity,2016-01-15 12:08:01,22718
99r,check system,2016-01-15 18:08:01,4718
99r,accept,2016-01-15 18:08:01,42718
99r,send decision e-mail,2016-01-15 18:08:01,5718
100r,register application,2016-01-15 10:08:01,3718
100r,check credit,2016-01-15 13:08:01,3718
100r,calculate capacity,2016-01-15 12:08:01,22718
100r,check system,2016-01-15 18:08:01,4718
100r,accept,2016-01-15 18:08:01,42718
100r,send decision e-mail,2016-01-15 18:08:01,5718
101r,register application,2016-01-15 10:08:01,3718
101r,check credit,2016-01-15 13:08:01,3718
101r,calculate capacity,2016-01-15 12:08:01,22718
101r,check system,2016-01-15 18:08:01,4718
101r,accept,2016-01-15 18:08:01,42718
101r,send decision e-mail,2016-01-15 18:08:01,5718
102r,register application,2016-01-15 10:08:01,3718
102r,check credit,2016-01-15 13:08:01,3718
102r,calculate capacity,2016-01-15 12:08:01,22718
102r,check system,2016-01-15 18:08:01,4718
102r,accept,2016-01-15 18:08:01,42718
102r,send decision e-mail,2016-01-15 18:08:01,5718
103r,register application,2016-01-15 10:08:01,3718
103r,check credit,2016-01-15 13:08:01,3718
103r,calculate capacity,2016-01-15 12:08:01,22718
103r,check system,2016-01-15 18:08:01,4718
103r,accept,2016-01-15 18:08:01,42718
103r,send decision e-mail,2016-01-15 18:08:01,5718
104r,register application,2016-01-15 10:12:01,2817
104r,check credit,2016-01-15 13:48:01,3435
104r,calculate capacity,2016-01-15 12:14:01,24542
104r,check system,2016-01-15 18:14:01,6542
104r,accept,2016-01-15 18:14:01,44542
104r,send decision e-mail,2016-01-15 18:14:01,7542
105r,register application,2016-01-15 10:14:01,5542
105r,check credit,2016-01-15 13:14:01,5542
105r,calculate capacity,2016-01-15 12:14:01,24542
105r,check system,2016-01-15 18:14:01,6542
105r,accept,2016-01-15 18:14:01,44542
105r,send decision e-mail,2016-01-15 18:14:01,7542
106r,register application,2016-01-16 10:14:01,5542
106r,check credit,2016-01-16 13:14:01,5542
106r,calculate capacity,2016-01-16 12:14:01,24542
106r,check system,2016-01-16 18:14:01,6542
106r,accept,2016-01-16 18:14:01,44542
106r,send decision e-mail,2016-01-16 18:14:01,7542
107r,register application,2016-01-16 10:14:01,5542
107r,check credit,2016-01-16 13:14:01,5542
107r,calculate capacity,2016-01-16 12:14:01,24542
107r,check system,2016-01-16 18:14:01,6542
107r,accept,2016-01-16 18:14:01,44542
107r,send decision e-mail,2016-01-16 18:14:01,7542
108r,register application,2016-01-16 10:14:01,5542
108r,check credit,2016-01-16 13:14:01,5542
108r,calculate capacity,2016-01-16 12:14:01,24542
108r,check system,2016-01-16 18:14:01,6542
108r,accept,2016-01-16 18:14:01,44542
108r,send decision e-mail,2016-01-16 18:14:01,7542
109r,register application,2016-01-16 10:14:01,5542
109r,check credit,2016-01-16 13:38:01,1277
109r,calculate capacity,2016-01-16 12:38:01,20277
109r,check system,2016-01-16 18:22:01,5981
109r,accept,2016-01-16 18:22:01,43981
109r,send decision e-mail,2016-01-16 18:22:01,6981
110r,register application,2016-01-16 10:22:01,4981
110r,check credit,2016-01-16 13:22:01,4981
110r,calculate capacity,2016-01-16 12:22:01,23981
110r,check system,2016-01-16 18:22:01,5981
110r,accept,2016-01-16 18:22:01,43981
110r,send decision e-mail,2016-01-16 18:22:01,6981
111r,register application,2016-01-16 10:22:01,4981
111r,check credit,2016-01-16 13:22:01,4981
111r,calculate capacity,2016-01-16 12:22:01,23981
111r,check system,2016-01-16 18:22:01,5981
111r,accept,2016-01-16 18:22:01,43981
111r,send decision e-mail,2016-01-16 18:22:01,6981
112r,register application,2016-01-16 10:22:01,4981
112r,check credit,2016-01-16 13:22:01,4981
112r,calculate capacity,2016-01-16 12:22:01,23981
112r,check system,2016-01-16 18:22:01,5981
112r,accept,2016-01-16 18:22:01,43981
112r,send decision e-mail,2016-01-16 18:22:01,6981
113r,register application,2016-01-17 10:22:01,4981
113r,check credit,2016-01-17 13:22:01,4981
113r,calculate capacity,2016-01-17 12:22:01,23981
113r,check system,2016-01-17 18:22:01,5981
113r,accept,2016-01-17 18:22:01,43981
113r,send decision e-mail,2016-01-17 18:22:01,6981
114r,register application,2016-01-17 10:22:01,4981
114r,check credit,2016-01-17 13:22:01,4981
114r,calculate capacity,2016-01-17 12:53:01,22039
114r,check system,2016-01-17 18:53:01,4039
114r,accept,2016-01-17 18:53:01,42039
114r,send decision e-mail,2016-01-17 18:10:01,6484
115r,register application,2016-01-17 10:10:01,4484
115r,check credit,2016-01-17 13:10:01,4484
115r,calculate capacity,2016-01-17 12:10:01,23484
115r,check system,2016-01-17 18:10:01,5484
115r,accept,2016-01-17 18:10:01,43484
115r,send decision e-mail,2016-01-17 18:10:01,6484
116r,register application,2016-01-17 10:10:01,4484
116r,check credit,2016-01-17 13:10:01,4484
116r,calculate capacity,2016-01-17 12:10:01,23484
116r,check system,2016-01-17 18:10:01,5484
116r,accept,2016-01-17 18:10:01,43484
116r,send decision e-mail,2016-01-17 18:10:01,6484
117r,register application,2016-01-17 10:10:01,4484
117r,check credit,2016-01-17 13:10:01,4484
117r,calculate capacity,2016-01-17 12:10:01,23484
117r,check system,2016-01-17 18:10:01,5484
117r,accept,2016-01-17 18:10:01,43484
117r,send decision e-mail,2016-01-17 18:10:01,6484
118r,register application,2016-01-17 10:10:01,4484
118r,check credit,2016-01-17 13:10:01,4484
118r,calculate capacity,2016-01-17 12:10:01,23484
118r,check system,2016-01-17 18:10:01,5484
118r,accept,2016-01-17 18:10:01,43484
118r,send decision e-mail,2016-01-17 18:10:01,6484
119r,register application,2016-01-17 10:10:01,4484
119r,check credit,2016-01-17 13:10:01,4484
119r,calculate capacity,2016-01-17 12:10:01,23484
119r,check system,2016-01-17 18:40:01,5199
119r,accept,2016-01-17 18:40:01,43199
119r,send decision e-mail,2016-01-17 18:31:01,7245
120r,register application,2016-01-18 10:15:01,5961
120r,check credit,2016-01-18 13:15:01,5961
120r,calculate capacity,2016-01-18 12:15:01,24961
120r,check system,2016-01-18 18:15:01,6961
120r,accept,2016-01-18 18:15:01,44961
120r,send decision e-mail,2016-01-18 18:15:01,7961
121r,register application,2016-01-18 10:15:01,5961
121r,check credit,2016-01-18 13:15:01,5961
121r,calculate capacity,2016-01-18 12:15:01,24961
121r,check system,2016-01-18 18:15:01,6961
121r,accept,2016-01-18 18:15:01,44961
121r,send decision e-mail,2016-01-18 18:15:01,7961
122r,register application,2016-01-18 10:15:01,5961
122r,check credit,2016-01-18 13:15:01,5961
122r,calculate capacity,2016-01-18 12:15:01,24961
122r,check system,2016-01-18 18:15:01,6961
122r,accept,2016-01-18 18:15:01,44961
122r,send decision e-mail,2016-01-18 18:15:01,7961
123r,register application,2016-01-18 10:15:01,5961
123r,check credit,2016-01-18 13:15:01,5961
123r,calculate capacity,2016-01-18 12:15:01,24961
123r,check system,2016-01-18 18:15:01,6961
123r,accept,2016-01-18 18:15:01,44961
123r,send decision e-mail,2016-01-18 18:15:01,7961
124r,register application,2016-01-18 10:15:01,5961
124r,check credit,2016-01-18 13:20:01,1997
124r,calculate capacity,2016-01-18 12:20:01,20997
124r,check system,2016-01-18 18:04:01,5172
124r,accept,2016-01-18 18:04:01,43172
124r,send decision e-mail,2016-01-18 18:04:01,6172
125r,register application,2016-01-18 10:04:01,4172
125r,check credit,2016-01-18 13:04:01,4172
125r,calculate capacity,2016-01-18 12:04:01,23172
125r,check system,2016-01-18 18:04:01,5172
125r,accept,2016-01-18 18:04:01,43172
125r,send decision e-mail,2016-01-18 18:04:01,6172
126r,register application,2016-01-18 10:04:01,4172
126r,check credit,2016-01-18 13:04:01,4172
126r,calculate capacity,2016-01-18 12:04:01,23172
126r,check system,2016-01-18 18:04:01,5172
126r,accept,2016-01-18 18:04:01,43172
126r,send decision e-mail,2016-01-18 18:04:01,6172
127r,register application,2016-01-19 10:04:01,4172
127r,check credit,2016-01-19 13:04:01,4172
127r,calculate capacity,2016-01-19 12:04:01,23172
127r,check system,2016-01-19 18:04:01,5172
127r,accept,2016-01-19 18:04:01,43172
127r,send decision e-mail,2016-01-19 18:04:01,6172
128r,register application,2016-01-19 10:04:01,4172
128r,check credit,2016-01-19 13:04:01,4172
128r,calculate capacity,2016-01-19 12:04:01,23172
128r,check system,2016-01-19 18:04:01,5172
128r,accept,2016-01-19 18:04:01,43172
128r,send decision e-mail,2016-01-19 18:04:01,6172
129r,register application,2016-01-19 10:04:01,4172
129r,check credit,2016-01-19 13:04:01,4172
129r,calculate capacity,2016-01-19 12:04:01,23172
129r,check system,2016-01-19 18:04:01,5172
129r,accept,2016-01-19 18:04:01,43172
129r,send decision e-mail,2016-01-19 18:58:01,5846
130r,register application,2016-01-19 10:58:01,3846
130r,check credit,2016-01-19 13:26:01,3630
130r,calculate capacity,2016-01-19 12:26:01,22630
130r,check system,2016-01-19 18:26:01,4630
130r,accept,2016-01-19 18:26:01,42630
130r,send decision e-mail,2016-01-19 18:26:01,5630
131r,register application,2016-01-19 10:26:01,3630
131r,check credit,2016-01-19 13:26:01,3630
131r,calculate capacity,2016-01-19 12:26:01,22630
131r,check system,2016-01-19 18:26:01,4630
131r,accept,2016-01-19 18:26:01,42630
131r,send decision e-mail,2016-01-19 18:26:01,5630
132r,register application,2016-01-19 10:26:01,3630
132r,check credit,2016-01-19 13:26:01,3630
132r,calculate capacity,2016-01-19 12:26:01,22630
132r,check system,2016-01-19 18:26:01,4630
132r,accept,2016-01-19 18:26:01,42630
132r,send decision e-mail,2016-01-19 18:26:01,5630
133r,register application,2016-01-19 10:26:01,3630
133r,check credit,2016-01-19 13:26:01,3630
133r,calculate capacity,2016-01-19 12:26:01,22630
133r,check system,2016-01-19 18:26:01,4630
133r,accept,2016-01-19 18:26:01,42630
133r,send decision e-mail,2016-01-19 18:26:01,5630
134r,register application,2016-01-20 10:26:01,3630
134r,check credit,2016-01-20 13:26:01,3630
134r,calculate capacity,2016-01-20 12:26:01,22630
134r,check system,2016-01-20 18:26:01,4630
134r,accept,2016-01-20 18:26:01,42630
134r,send decision e-mail,2016-01-20 18:26:01,5630
135r,register application,2016-01-20 10:07:01,2658
135r,check credit,2016-01-20 13:34:01,4216
135r,calculate capacity,2016-01-20 12:34:01,23216
135r,check system,2016-01-20 18:34:01,5216
135r,accept,2016-01-20 18:34:01,43216
135r,send decision e-mail,2016-01-20 18:34:01,6216
136r,register application,2016-01-20 10:34:01,4216
136r,check credit,2016-01-20 13:34:01,4216
136r,calculate capacity,2016-01-20 12:34:01,23216
136r,check system,2016-01-20 18:34:01,5216
136r,accept,2016-01-20 18:34:01,43216
136r,send decision e-mail,2016-01-20 18:34:01,6216
137r,register application,2016-01-20 10:34:01,4216
137r,check credit,2016-01-20 13:34:01,4216
137r,calculate capacity,2016-01-20 12:34:01,23216
137r,check system,2016-01-20 18:34:01,5216
137r,accept,2016-01-20 18:34:01,43216
137r,send decision e-mail,2016-01-20 18:34:01,6216
138r,register application,2016-01-20 10:34:01,4216
138r,check credit,2016-01-20 13:34:01,4216
138r,calculate capacity,2016-01-20 12:34:01,23216
138r,check system,2016-01-20 18:34:01,5216
138r,accept,2016-01-20 18:34:01,43216
138r,send decision e-mail,2016-01-20 18:34:01,6216
139r,register application,2016-01-20 10:34:01,4216
139r,check credit,2016-01-20 13:34:01,4216
139r,calculate capacity,2016-01-20 12:34:01,23216
139r,check system,2016-01-20 18:34:01,5216
139r,accept,2016-01-20 18:16:01,44280
139r,send decision e-mail,2016-01-20 18:16:01,7280
140r,register application,2016-01-20 10:46:01,1083
140r,check credit,2016-01-20 13:46:01,1083
140r,calculate capacity,2016-01-20 12:46:01,20083
140r,check system,2016-01-20 18:46:01,2083
140r,accept,2016-01-20 18:46:01,40083
140r,send decision e-mail,2016-01-20 18:46:01,3083
141r,register application,2016-01-21 10:46:01,1083
141r,check credit,2016-01-21 13:46:01,1083
141r,calculate capacity,2016-01-21 12:46:01,20083
141r,check system,2016-01-21 18:46:01,2083
141r,accept,2016-01-21 18:46:01,40083
141r,send decision e-mail,2016-01-21 18:46:01,3083
142r,register application,2016-01-21 10:46:01,1083
142r,check credit,2016-01-21 13:46:01,1083
142r,calculate capacity,2016-01-21 12:46:01,20083
142r,check system,2016-01-21 18:46:01,2083
142r,accept,2016-01-21 18:46:01,40083
142r,send decision e-mail,2016-01-21 18:46:01,3083
143r,register application,2016-01-21 10:46:01,1083
143r,check credit,2016-01-21 13:46:01,1083
143r,calculate capacity,2016-01-21 12:46:01,20083
143r,check system,2016-01-21 18:46:01,2083
143r,accept,2016-01-21 18:46:01,40083
143r,send decision e-mail,2016-01-21 18:46:01,3083
144r,register application,2016-01-21 10:46:01,1083
144r,check credit,2016-01-21 13:46:01,1083
144r,calculate capacity,2016-01-21 12:46:01,20083
144r,check system,2016-01-21 18:46:01,2083
144r,accept,2016-01-21 18:27:01,42956
144r,send decision e-mail,2016-01-21 18:00:01,4842
145r,register application,2016-01-21 10:00:01,2842
145r,check credit,2016-01-21 13:00:01,2842
145r,calculate capacity,2016-01-21 12:00:01,21842
145r,check system,2016-01-21 18:00:01,3842
145r,accept,2016-01-21 18:00:01,41842
145r,send decision e-mail,2016-01-21 18:00:01,4842
146r,register application,2016-01-21 10:00:01,2842
146r,check credit,2016-01-21 13:00:01,2842
146r,calculate capacity,2016-01-21 12:00:01,21842
146r,check system,2016-01-21 18:00:01,3842
146r,accept,2016-01-21 18:00:01,41842
146r,send decision e-mail,2016-01-21 18:00:01,4842
147r,register application,2016-01-21 10:00:01,2842
147r,check credit,2016-01-21 13:00:01,2842
147r,calculate capacity,2016-01-21 12:00:01,21842
147r,check system,2016-01-21 18:00:01,3842
147r,accept,2016-01-21 18:00:01,41842
147r,send decision e-mail,2016-01-21 18:00:01,4842
148r,register application,2016-01-22 10:00:01,2842
148r,check credit,2016-01-22 13:00:01,2842
148r,calculate capacity,2016-01-22 12:00:01,21842
148r,check system,2016-01-22 18:00:01,3842
148r,accept,2016-01-22 18:00:01,41842
148r,send decision e-mail,2016-01-22 18:00:01,4842
149r,register application,2016-01-22 10:00:01,2842
149r,check credit,2016-01-22 13:00:01,2842
149r,calculate capacity,2016-01-22 12:00:01,21842
149r,check system,2016-01-22 18:00:01,3842
149r,accept,2016-01-22 18:29:01,41329
149r,send decision e-mail,2016-01-22 18:29:01,4329
150r,register application,2016-01-22 10:29:01,2329
150r,check credit,2016-01-22 13:06:01,5459
150r,calculate capacity,2016-01-22 12:06:01,24459
150r,check system,2016-01-22 18:06:01,6459
150r,accept,2016-01-22 18:06:01,44459
150r,send decision e-mail,2016-01-22 18:06:01,7459
151r,register application,2016-01-22 10:06:01,5459
151r,check credit,2016-01-22 13:06:01,5459
151r,calculate capacity,2016-01-22 12:06:01,24459
151r,check system,2016-01-22 18:06:01,6459
151r,accept,2016-01-22 18:06:01,44459
151r,send decision e-mail,2016-01-22 18:06:01,7459
152r,register application,2016-01-22 10:06:01,5459
152r,check credit,2016-01-22 13:06:01,5459
152r,calculate capacity,2016-01-22 12:06:01,24459
152r,check system,2016-01-22 18:06:01,6459
152r,accept,2016-01-22 18:06:01,44459
152r,send decision e-mail,2016-01-22 18:06:01,7459
153r,register application,2016-01-22 10:06:01,5459
153r,check credit,2016-01-22 13:06:01,5459
153r,calculate capacity,2016-01-22 12:06:01,24459
153r,check system,2016-01-22 18:06:01,6459
153r,accept,2016-01-22 18:06:01,44459
153r,send decision e-mail,2016-01-22 18:34:01,3947
154r,register application,2016-01-22 10:34:01,1947
154r,check credit,2016-01-22 13:34:01,1947
154r,calculate capacity,2016-01-22 12:34:01,20947
154r,check system,2016-01-22 18:34:01,2947
154r,accept,2016-01-22 18:34:01,40947
154r,send decision e-mail,2016-01-22 18:34:01,3947
155r,register application,2016-01-23 10:34:01,1947
155r,check credit,2016-01-23 13:34:01,1947
155r,calculate capacity,2016-01-23 12:34:01,20947
155r,check system,2016-01-23 18:34:01,2947
155r,accept,2016-01-23 18:34:01,40947
155r,send decision e-mail,2016-01-23 18:34:01,3947
156r,register application,2016-01-23 10:34:01,1947
156r,check credit,2016-01-23 13:34:01,1947
156r,calculate capacity,2016-01-23 12:34:01,20947
156r,check system,2016-01-23 18:34:01,2947
156r,accept,2016-01-23 18:34:01,40947
156r,send decision e-mail,2016-01-23 18:34:01,3947
157r,register application,2016-01-23 10:34:01,1947
157r,check credit,2016-01-23 13:34:01,1947
157r,calculate capacity,2016-01-23 12:34:01,20947
157r,check system,2016-01-23 18:43:01,4530
157r,accept,2016-01-23 18:43:01,42530
157r,send decision e-mail,2016-01-23 18:00:01,3826
158r,register application,2016-01-23 10:00:01,1826
158r,check credit,2016-01-23 13:00:01,1826
158r,calculate capacity,2016-01-23 12:00:01,20826
158r,check system,2016-01-23 18:00:01,2826
158r,accept,2016-01-23 18:00:01,40826
158r,send decision e-mail,2016-01-23 18:00:01,3826
159r,register application,2016-01-23 10:00:01,1826
159r,check credit,2016-01-23 13:00:01,1826
159r,calculate capacity,2016-01-23 12:00:01,20826
159r,check system,2016-01-23 18:00:01,2826
159r,accept,2016-01-23 18:00:01,40826
159r,send decision e-mail,2016-01-23 18:00:01,3826
160r,register application,2016-01-23 10:00:01,1826
160r,check credit,2016-01-23 13:00:01,1826
160r,calculate capacity,2016-01-23 12:00:01,20826
160r,check system,2016-01-23 18:00:01,2826
160r,accept,2016-01-23 18:00:01,40826
160r,send decision e-mail,2016-01-23 18:00:01,3826
161r,register application,2016-01-23 10:00:01,1826
161r,check credit,2016-01-23 13:00:01,1826
161r,calculate capacity,2016-01-23 12:00:01,20826
161r,check system,2016-01-23 18:00:01,2826
161r,accept,2016-01-23 18:00:01,40826
161r,send decision e-mail,2016-01-23 18:00:01,3826
162r,register application,2016-01-24 10:00:01,1826
162r,check credit,2016-01-24 13:00:01,1826
162r,calculate capacity,2016-01-24 12:00:01,20826
162r,check system,2016-01-24 18:00:01,2826
162r,accept,2016-01-24 18:55:01,44300
162r,send decision e-mail,2016-01-24 18:55:01,7300
163r,register application,2016-01-24 10:34:01,5943
163r,check credit,2016-01-24 13:34:01,5943
163r,calculate capacity,2016-01-24 12:34:01,24943
163r,check system,2016-01-24 18:34:01,6943
163r,accept,2016-01-24 18:34:01,44943
163r,send decision e-mail,2016-01-24 18:34:01,7943
164r,register application,2016-01-24 10:34:01,5943
164r,check credit,2016-01-24 13:34:01,5943
164r,calculate capacity,2016-01-24 12:34:01,24943
164r,check system,2016-01-24 18:34:01,6943
164r,accept,2016-01-24 18:34:01,44943
164r,send decision e-mail,2016-01-24 18:34:01,7943
165r,register application,2016-01-24 10:34:01,5943
165r,check credit,2016-01-24 13:34:01,5943
165r,calculate capacity,2016-01-24 12:34:01,24943
165r,check system,2016-01-24 18:34:01,6943
165r,accept,2016-01-24 18:34:01,44943
165r,send decision e-mail,2016-01-24 18:34:01,7943
166r,register application,2016-01-24 10:34:01,5943
166r,check credit,2016-01-24 13:34:01,5943
